0,1
天弘穗利一年定开债C,定开债券
王予柯,广发中债1-3年农发债指数A
李韵怡,鹏华弘樽灵活配置混合C
嘉实活钱包货币A,李曈
WANG AO(汪澳),平安大华添益债券C
人保鑫泽纯债A,魏瑄
黄惠宇,工银养老2050混合(FOF)
谢创,创金合信恒利超短债债券A
曲扬,嘉实稳鑫纯债债券
联接基金,工银深证红利ETF联接A
戴钢,鹏华丰饶定开债
陈渭泉,中银证券安泽债券C
大成现金增利货币A,陈会荣
长信改革红利混合,黄韵
侯昊,招商中证银行指数分级B
QDII,华夏移动互联混合人民币
鹏华文化传媒娱乐股票,股票型
混合型,戴杰
圆信永丰医药健康,肖世源
周晶,华宝兴业成熟市场动量优选
固定收益,广发深证100指数分级A
混合型,华安沪港深通精选灵活配置混合
褚艳辉,浦银安盛新经济结构混合
光大红利混合,房雷
银华双动力债券,王智伟
定开债券,安信永丰定开债券C
混合型,宫雪
国投瑞银全球债券美元现汇,QDII
富国天源沪港深平衡混合,曹晋
朱晨杰,中欧增强回报债券(LOF)E
西部利得祥运混合A,混合型
建信睿盈灵活配置混合C,许杰
交银周期回报灵活配置混合A,李永兴
华富安鑫债券,债券型
海富通添益货币A,货币型
彭欣杨,华商产业升级混合
混合型,前海联合泳涛混合C
工银1-3年农发债指数C,魏欣
谭丽,嘉实丰和灵活配置混合
混合型,潘明曦
混合型,招商丰享混合C
李康,国寿安保中证500ETF联接
王立立,东吴阿尔法灵活配置混合
毕凯,混合型
赵菲,混合型
嘉实美国成长股票人民币,张自力
富国金融地产行业混合,吴畏
林英睿,广发睿毅领先混合
混合型,中银颐利混合C
融通蓝筹成长混合,付伟琦
股票型,嘉实消费精选股票C
博时鑫禧灵活配置混合A,混合型
方旻,富国沪深300指数增强
周潜玮,万家玖盛9个月定开债A
赵鹏飞,汇添富民丰回报混合A
李富强,理财型
经惠云,泰康策略优选混合
长城久盈纯债分级债券B,蔡旻
债券型,倪侃
人保鑫裕增强A,张丽华
混合型,银河灵活配置混合C
徐喻军,景顺中证TMT150ETF联接
王君正,混合型
前海开源沪港深隆鑫混合C,史程
工银新增益混合,李昱
董浩,南方1-3年国开债A
股票型,汇丰晋信智造先锋股票C
定开债券,博时安仁一年定开债A
汇添富沪深300指数A,楚天舒
基金天华,齐海滔
混合型,金鹰技术领先灵活配置混合C
汇添富蓝筹稳健混合,混合型
混合型,长盛盛泰灵活配置混合C
刘欣,泰达睿选稳健混合
华夏睿磐泰盛定开混合,张弘弢
股票型,中金消费升级
南方宣利定开债C,定开债券
国泰民福策略价值混合,樊利安
申万菱信安泰惠利纯债C,叶瑜珍
大摩双利增强债券C,债券型
易阳方,广发鑫享混合
徐俊,国联安红利混合
分级杠杆,邓虎
戴钢,固定收益
杨旭,信诚新悦回报灵活配置混合B
广发稳安灵活,傅友兴
国泰兴富三个月定开债,吴晨
货币型,泰信天天收益货币E
东方主题精选混合,蒋茜
建信创业板ETF联接A,龚佳佳
定开债券,平安合瑞定开债
混合型,侯杰
银河睿安纯债债券,刘铭
李炳智,前海开源1-3年国开债A
长信稳通三个月定开债发起式,定开债券
蔡旻,债券型
赵国英,中欧纯债债券(LOF)C
混合型,华安宝利配置混合
张明凯,鑫元合丰分级债券
李杰,金元顺安沣楹债券
银河中证沪港深高股息C,股票指数
前海开源鼎康债券C,王旭巍
股票型,工银研究精选股票
银华互联网主题灵活配置混合,混合型
混合型,王创练
北信瑞丰鼎利债券C,辇大吉
魏镇江,华夏鼎新债券A
泓德裕泰债券A,邬传雁
金鹰添盛定开债券,黄倩倩
货币型,董浩
中证财通可持续发展100指数A,焦庆
债券型,建信稳定得利债券C
过钧,博时中债3-5年国开行C
俞晓斌,富国新机遇灵活配置混合A
李栋梁,华宝可转债债券
罗众球,中银证券瑞益混合A
华安沪深300增强C,股票指数
汇添富理财60天债券E,徐寅喆
债券型,曲扬
华夏新趋势混合C,韩会永
债券型,长盛同禧债券C
王乐乐,富国中证煤炭指数分级A
金鹰改革红利混合,韩广哲
混合型,银华汇利灵活配置混合C
张永超,新华鼎利债券C
何琦,华泰柏瑞新经济沪港深混合
民生加银鑫利纯债,债券型
鹏华一带一路分级B,张羽翔
乔嘉麒,永赢盈益债券A
银华盛利混合发起式,混合型
胡德军,东海美丽中国灵活配置混合
股票型,中欧医疗创新股票C
民生加银家盈半年定期宝,杨林耘
混合型,中金金泽A
东方龙混合,混合型
混合型,中银品质生活混合
银河泰利纯债I,祝建辉
邬传雁,泓德远见回报混合
王平,招商中证白酒指数分级
顾晓飞,混合型
国寿安保添利货币A,货币型
固定收益,易方达重组分级A
东海社会安全,胡德军
张西林,招商中小盘混合
华夏鼎沛债券C,董阳阳
中邮风格轮动灵活配置混合,尚杰
混合型,中银裕利混合A
蒋雯文,债券型
涂海强,中银民丰回报混合
华夏研究精选股票,林晶
张琦,国寿安保核心产业混合
王致远,华润元大现金收益货币A
长安鑫禧灵活配置混合C,顾晓飞
混合型,西部利得新润混合
西部利得新动向混合,混合型
易方达瑞富灵活配置混合I,混合型
华夏盛世混合,阳琨
张文平,大成现金增利货币B
卢轶乔,银河君盛混合C
南方大数据300A,李佳亮
朱才敏,华安双债添利债券A
中海纯债债券C,江小震
光大保德信安泽债券A,沈荣
泰达宏利周期混合,吕越超
博时鑫润混合C,过钧
浦银安盛稳健增利债券A,债券型
新华阿鑫二号保本,姚秋
兴业聚盈灵活配置混合,混合型
广发鑫享混合,刘格菘
债券型,天弘债券发起式A
付琦,分级杠杆
周紫光,中信建投智信物联网A
蒋鑫,鹏华消费领先混合
定开债券,博时富永3个月定开债
金鹰元安混合C,混合型
大成景利混合,赵世宏
华夏新锦鸿混合C,何家琪
国寿安保稳信混合A,李丹
江小震,中海可转债债券C
南方荣尊定开混合C,李璇
债券型,国投瑞银双债债券C
徐喻军,景顺MSCI中国A股国际通联接
艾小军,国泰上证180金融ETF
景顺长城沪港深领先科技,股票型
定开债券,谢新
刘树荣,股票指数
华富可转债债券,尹培俊
平安乐享一年定开债C,段玮婧
民生加银新动力混合A,黄一明
前海联合泳涛混合A,混合型
杨宇俊,中加丰裕纯债债券
邱杰,前海开源清洁能源混合A
前海联合沪深300指数C,林材
财通多策略福瑞混合(LOF),混合型
嘉实保证金理财场内货币A,李曈
长信新利灵活配置混合,混合型
混合型,招商战略配售(LOF)
广发现金宝场内货币A,温秀娟
米良,景顺长城景丰货币A
创金合信量化多因子股票A,庞世恩
李敏,混合型
中邮纯债恒利债券A,张萌
天弘中证100指数C,股票指数
国联安安稳混合,邹新进
李晨辉,东兴众智优选混合
安信永丰定开债券A,杨凯玮
焦庆,混合型
顾耀强,混合型
嘉实稳熙纯债债券,债券型
混合型,万家聚利混合A
混合型,广发双擎升级混合
中海积极增利混合,左剑
德邦德信中高企债指数A,何晶
张航,鹏华品牌传承混合
桂跃强,泰康均衡优选混合A
华安智能装备主题股票,李欣
定开债券,中加纯债定开债券A
大成策略回报混合,混合型
债券型,长盛同裕纯债A
货币型,徐涛国
桂跃强,泰康颐年混合C
陈博亮,定开债券
陈钢,天弘优选债券
混合型,上投安瑞回报C
万家玖盛9个月定开债C,唐俊杰
混合型,易方达鑫转添利混合C
股票指数,崔蕾
定开债券,诺安纯债定开债C
浦银安盛医疗健康混合,陈蔚丰
股票型,张子法
金鹰技术领先灵活配置混合C,吴德瑄
货币型,李建
大成货币A,黄海峰
薛小波,前海开源大安全混合
建信央视50B,叶乐天
债券型,曾雪兰
胡娜,银华聚利灵活配置混合A
万家瑞富灵活配置混合,高翰昆
大成货币B,陶铄
保本型,博时保泽保本A
唐瑭,上投摩根纯债添利债券A
申万菱信中证军工指数分级A,袁英杰
股票指数,景顺长城MSCI中国A股国际通
债券型,金鹰添利信用债债券A
袁英杰,申万菱信中证军工指数分级A
混合型,博时鑫瑞混合A
赵琳婧,泓德裕和纯债债券C
陶尹斌,国寿安保泰荣纯债债券
华泰柏瑞盛世中国混合,张慧
瞿灿,银华中债5年期金融债指数C
李璇,南方稳利1年定开债C
货币型,国寿安保货币B
石大怿,易方达月月利理财债券C
中欧强惠债券,尹诚庸
苏燕青,招商富时A-H50指数A
混合型,申万菱信消费增长混合
金鹰元安混合C,林龙军
交银数据产业灵活配置混合,田彧龙
华安月安鑫短期理财债券A,朱才敏
混合型,银河量化优选混合
诺安聚鑫宝货币A,货币型
交银定期支付月月丰债券C,李家春
徐猛,华夏中小板ETF联接A
蒋磊,银河睿丰定开债券
祝灿,华夏鼎益债券I
混合型,金鹰策略配置混合
汇安丰利混合A,陈欣
债券型,长江收益增强债券
王忠波,招商移动互联网产业股票基金
姚臻,混合型
分级杠杆,博时中证银行指数分级B
李栋梁,华宝新机遇混合(LOF)A
债券型,广发景盛纯债
金鹰货币A,黄倩倩
混合型,张航
李仆,东方荣家保本混合
王曦,博时新价值A
债券型,李国林
ETF-场内,过蓓蓓
定开债券,南方畅利定开债发起式
混合-FOF,南方全天候策略(FOF)A
混合型,萧楠
郅元,货币型
王涛,融通通颐定开债券A
梁婷,人保鑫利债券C
汪洋,博时上证50ETF联接C
混合型,周华睿
QDII,IKEDA KAE
严志勇,西部利得聚享一年定开债券C
叶朝明,鹏华弘康灵活配置混合A
定开债券,华泰紫金季季享定开债C
仇秉则,汇安嘉裕纯债债券
张跃鹏,中欧瑾和灵活配置混合A
段鹏,长盛盛和纯债A
何如,QDII-指数
茅炜,南方科技创新混合A
周伟锋,国泰互联网+股票
交银丰润收益债券A/B,债券型
货币型,招商财富宝交易型货币A
货币型,新沃通宝A
田汉卿,华泰柏瑞量化智慧混合C
刘晨,方正富邦创新动力混合A
工银尊享短债债券C,魏欣
股票型,博时丝路主题股票A
债券型,海富通聚丰纯债
杨凯玮,货币型
易方达资源行业混合,郭杰
泰达宏利金利债券,庞宝臣
华夏材料ETF,ETF-场内
崔俊杰,鹏华深证民营ETF
王滨,新华丰泽中短债债券C
债券型,招商招怡纯债A
袁华涛,华润元大中创100
混合型,刚登峰
张永志,华商稳定增利债券A
ETF-场内,海富通上证非周期ETF
定开债券,中加聚利纯债定开C
中银宝利混合C,混合型
杨宇俊,中加纯债两年债券C
桑迎,国寿安保薪金宝货币
嘉实稳康纯债债券,债券型
张明,安信平稳增长混合发起A
易方达上证50指数分级A,余海燕
富安达信用纯债债券发起式A,债券型
王东杰,建信核心精选混合
中欧时代先锋股票C,股票型
张娅,债券指数
申万菱信量化小盘股票,张少华
华泰柏瑞沪深300ETF,ETF-场内
天弘弘运宝货币A,货币型
王衍胜,博时宏观回报债券A/B
周琛,平安财富宝货币
银华-道琼斯88指数A,股票指数
中银证券瑞丰定开混合C,混合型
诺安精选回报混合,混合型
招商鑫悦中短债A,债券型
博时新收益C,王曦
南方荣尊定开混合C,混合型
陈凯杨,博时现金收益货币B
杜才超,南方宣利定开债C
华夏中小板ETF联接C,徐猛
付琦,西部利得中证500等权重分级B
股票型,前海开源外向企业股票
兴全祥泰定期开放债券,翟秀华
建信瑞盛添利混合A,混合型
易方达永旭定开债,刘琦
徐涛国,长城工资宝货币A
华夏安康债券C,柳万军
诺安泰鑫一年定开债A,定开债券
朱志权,泰信先行策略混合
腊博,兴业嘉瑞6个月定开债C
ETF-场内,中盘ETF
混合型,徐磊
华宝宝丰高等级债券C,林昊
陈鹏,鹏华医疗保健股票
王慧,华宝宝裕债券A
融通通瑞债券C,何天翔
银河君耀混合C,杨琪
混合型,秦毅
ETF-场内,南方中证500医药卫生ETF
广发景源纯债A,谢军
富国可转债,郑迎迎
建信货币B,货币型
吕中凡,国联安添利增长债A
张继圣,工银科技创新3年封闭混合
中金优选300指数(LOF)C,魏孛
刘鹏,交银先进制造混合
交银理财21天债券B,理财型
银华上证10年期国债A,葛鹤军
股票型,刘辉
吴沛文,建信货币A
杨景喻,上投摩根新兴服务股票
东方大健康混合,混合型
向霈,债券指数
中海可转债债券A,江小震
混合型,兴业聚宝灵活配置混合
温秀娟,广发现金宝场内货币B
中欧纯债添利分级债券B,王家柱
股票指数,红土创新沪深300增强A
博时富业3个月定开债,鲁邦旺
混合型,泰达宏利效率优选混合
杨旸,中加颐信纯债债券C
刘斐,南华丰淳混合C
国联安价值优选股票,邹新进
刘俊廷,定开债券
杨德龙,QDII-ETF
陶尹斌,国寿安保中债1-3年指数A
龙悦芳,债券型
陆威,长江乐享货币A
货币型,中融货币E
货币型,新疆前海联合海盈货币A
债券型,中金可转债A
赵云煜,股票指数
王伟,中银美丽中国混合
吴闻,国寿安保稳吉混合A
华泰柏瑞鼎利灵活配置混合A,吴邦栋
代宇,广发聚惠混合A
郭振宇,债券型
工银国际原油人民币,QDII
债券指数,张铮烁
天弘优选债券,刘洋
混合型,西部利得景瑞灵活配置混合
混合型,徐栋
肖觅,嘉实物流产业股票C
中邮低碳配置混合,张腾
天弘安益债券A,姜晓丽
王小罡,混合型
王静,前海联合泳隽混合C
债券型,李金灿
混合型,国融融泰灵活配置混合C
何家琪,混合型
富安达优势成长混合,吴战峰
联接基金,银华MSCI中国A股联接
固定收益,李一硕
股票型,国泰央企改革股票
中金可转债C,杨立
债券型,上投摩根纯债债券B
定开债券,张文琍
顾晓飞,海富通新内需混合C
混合型,TIAN HUAN
混合型,国寿安保稳荣混合A
汇丰晋信货币B,货币型
中银益利混合C,混合型
中银收益混合A,混合型
债券指数,招商中债1-5年农发行C
肖肖,宝盈优势产业混合
华泰柏瑞健康生活混合,混合型
蔡旻,长城定开债C
胡涛,嘉实优质企业混合
汇添富科技创新混合A,刘江
混合型,方伟宁
添富价值创造定开混合,混合型
庄波,定开债券
天弘永利债券A,朱虹
景顺上证180等权联接,江科宏
李璇,南方荣尊定开混合C
债券型,张洋
华夏蓝筹混合(LOF),王怡欢
招商安荣混合C,马龙
债券型,创金合信尊利纯债
华商大盘量化精选混合,王东旋
鹏华纯债债券,刘太阳
华夏能源革新股票,股票型
太平日日金货币B,潘莉
混合型,金信价值精选灵活配置混合C
徐青,定开债券
广发上证10年期国债ETF,李伟
广发全指工业ETF联接A,陆志明
工银瑞信聚盈混合A,张洋
前海开源金银珠宝混合C,谢屹
中加聚鑫纯债一年定开A,定开债券
中海增强收益债券A,债券型
张军,上投摩根日本精选股票(QDII)
张英,国寿安保聚宝盆货币
前海开源沪港深乐享生活,史程
定开债券,工银添祥一年定开债券
叶松,长信睿进混合C
招商安泰混合,王奇玮
刘宁,嘉实新添康定期混合C
蒋秋洁,南方天元新产业股票(LOF)
石峰,股票型
刘晋晋,混合型
股票指数,长信港股通指数
余海燕,易方达证券公司分级A
汇添富沪港深新价值股票,赵鹏程
信诚新锐混合B,杨立春
融通通颐定开债券C,朱浩然
FAN BING(范冰),联接基金
新疆前海联合海盈货币A,张雅洁
混合型,海富通欣荣混合A
李琪,长盛盛琪一年债券C
中海惠利分级债券B,邵强
程琨,广发逆向策略混合
李德辉,上投摩根双核平衡混合
华安宏利混合,翁启森
华宝上证180价值ETF,ETF-场内
兴业稳固收益两年理财债券,雷志强
富国颐利纯债债券,张明凯
长城稳健成长灵活配置混合,混合型
新华中小市值优选混合,混合型
徐皓,国泰国证房地产行业指数分级B
余斌,平安惠泽纯债
工银纯债定开债,杜海涛
胡永青,嘉实策略优选混合
混合型,德邦多元回报灵活配置混合C
刘欣,泰达宏利大数据混合A
王予柯,债券指数
债券型,李栋梁
兴银稳健债券,洪木妹
广发鑫瑞混合(LOF),混合型
国泰恒生港股通指数(LOF),股票指数
程洲,国泰聚利价值定开混合
新华鑫日享中短债A,姚秋
华富恒玖3个月定开债C,倪莉莎
理财型,易方达掌柜季季盈理财债券B
分级杠杆,国投瑞银中证创业指数分级B
添富年年益定开混合A,郑慧莲
农银消费主题混合A,郭世凯
南华现金宝货币A,货币型
中加心悦混合C,张旭
中融融信双盈A,沈潼
混合型,李俊
债券型,永赢润益债券C
固定收益,富国中证工业4.0指数分级A
刘伟琳,工银中证高铁产业指数分级
创金合信聚利债券C,王一兵
固定收益,方旻
王智伟,债券型
永赢荣益债券A,债券型
大成景秀灵活配置混合A,陈会荣
张文玥,嘉实定期宝6个月理财债券A
董浩,南方天天宝货币B
国富健康优质生活股票,王晓宁
东吴行业轮动混合,刘元海
混合型,平安鑫安混合C
货币型,王登峰
银华惠安定期开放混合,吴文明
中欧睿泓定开混合,袁维德
李佳亮,南方中证500量化增强C
中银宏利混合C,混合型
赵慧,鑫元价值精选混合A
华夏收入混合,郑煜
招商招惠3个月定期开放债券A,周欣宇
安信永利信用C,定开债券
招商招利1个月期理财债券C,马龙
汇安丰融混合C,仇秉则
曾雪兰,理财型
丁杰科,申万菱信安鑫回报混合C
李曈,嘉实增益宝货币
分级杠杆,鹏华互联网分级B
混合型,洪志
混合型,刘晋晋
哈默,银华活钱宝货币E
东兴未来价值混合A,程远
张文琍,长信利息收益货币A
李家春,交银双利债券C
债券型,嘉实债券
诺安理财宝货币B,谢志华
付世伟,中融医疗健康混合A
混合型,国富研究精选混合
定开债券,平安季添盈定开债E
南方合顺多资产(FOF)A,夏莹莹
彭云峰,定开债券
姚飞军,招商丰凯混合C
信诚双盈分级债券A,杨立春
理财型,大成月添利债券E
华夏新机遇混合,混合型
柳军,华泰柏瑞中证500ETF联接C
债券型,上投摩根纯债添利债券C
中欧新趋势混合E,周蔚文
国投瑞银精选收益混合,桑俊
李耀柱,广发恒生中型股指数A
银华信用债券(LOF),于海颖
债券型,长安泓润纯债债券A
光大信多策略智选定开混合,何奇
股票指数,易方达军工分级
德邦弘利货币A,刘长俊
周鑫怿,东吴中证新兴指数
建信安心回报6个月定开C,闫晗
申万菱信多策略灵活配置混合A,混合型
倪明,银华领先策略混合
中邮稳健合赢债券,吴昊
长盛盛兴混合A,混合型
张军,QDII
创金合信恒利超短债债券C,郑振源
封闭式,基金金元
广发多因子混合,张东一
债券型,交银丰享收益债券C
泰达宏利首选企业股票,许杰
长盛同泰债券C,债券型
定开债券,泰达宏利交利3个月定开债A
前海开源公用事业股票,股票型
混合型,汇丰晋信珠三角区域发展混合
李响,东方红中证竞争力指数A
南方大数据100A,股票指数
混合型,前海开源嘉鑫混合C
博时民丰纯债C,黄海峰
武磊,富国泓利纯债发起式A
华商回报1号混合,张永志
混合型,英大睿鑫A
陈良栋,长城久益混合A
光大动态优选混合,戴奇雷
中金纯债A,债券型
固定收益,银华中证国防安全指数分级A
定开债券,张恒
罗文杰,QDII-指数
中欧康裕混合C,张跃鹏
牛志冬,富国中证军工龙头ETF
固定收益,王培
德邦民裕进取量化混合A,王本昌
中融鑫思路混合C,混合型
嘉合睿金混合发起式A,骆海涛
融通易支付货币A,张一格
混合型,国融融银灵活配置混合C
国投瑞银境煊灵活配置混合A,混合型
股票指数,东吴沪深300C
永赢悦利债券,史浩翔
平安大华量化混合A,刘俊廷
富国投资级信用债债券型D,朱梦娜
永赢众利债券,牟琼屿
钟智伦,富国新回报灵活配置混合C
混合型,工银绝对收益混合发起B
分级杠杆,鹏华新丝路分级B
前海开源乾盛定开债C,林悦
华宝中证医疗指数分级,股票指数
陈振宇,混合型
混合型,汇安成长优选混合A
南方全球债券(QDII)美元现汇C,QDII
牟琼屿,永赢泰利债券A
平安季享裕定开债A,张文平
汇丰晋信2016周期混合,冯烜
定开债券,中银福建国企债定开债A
财通安瑞短债债券A,罗晓倩
苏谋东,万家现金增利货币A
魏桢,博时月月薪定期支付债券
丁宇佳,泰达宏利创盈混合B
招商丰美混合C,王刚
解静,中融沪港深大消费主题A
郑文旭,混合型
华安乐惠保本混合C,胡宜斌
混合-FOF,哈图
黄华,中欧睿诚定期开放混合A
股票指数,安信中证500指数增强A
张一格,融通通瑞债券A/B
股票型,华泰保兴多策略
东方红益鑫纯债C,纪文静
黄万青,大成积极成长混合
银华裕利混合发起式,程桯
工银7天理财债券B,谷衡
李琪,长盛双月红定期债券C
万家日日薪货币A,陈佳昀
德邦景颐债券A,债券型
雷俊,南方中证高铁产业指数分级
付海宁,前海开源多元策略混合C
南方中债中期票据指数债券C,债券指数
债券型,圆信永丰强化收益A
新华丰润中短债A,债券型
史向明,农银天天利货币A
宋海娟,中信保诚稳益C
中银证券安誉债券A,王玉玺
南方和利C,李璇
张跃鹏,中欧瑾泉灵活配置混合A
股票指数,贾成东
混合型,渤海汇金睿选混合C
刘方正,鹏华弘实混合C
周欣宇,招商中债3-5年国开行C
货币型,金元顺安金元宝货币A
宝盈转型动力混合,黎晓晖
曲扬,嘉实新思路混合
债券型,中邮纯债恒利债券A
债券型,宝盈盈润纯债债券
李羿,富国久利稳健配置混合A
天弘弘丰增强回报债券A,姜晓丽
联接基金,华夏沪深300ETF联接A
吕军涛,民生加银鑫升纯债
汇添富社会责任混合,雷鸣
益民中证智能消费,股票指数
债券型,广发增强债券
天弘现金管家货币B,刘莹
红土创新稳健混合A,陈若劲
景顺长城泰安回报混合A,混合型
富国中证国有企业改革分级B,分级杠杆
中金金泽C,混合型
定开债券,中融季季红定开债A
周户,中信建投稳利混合A
李俊,华夏新锦绣混合A
股票型,李佳亮
杨旭,信诚新选混合B
江科宏,景顺沪深300等权ETF
杨景涵,华泰柏瑞锦利混合C
施虓文,上投安裕回报C
富荣中证500指数C,邓宇翔
黄纪亮,富国信用债债券A/B
融通通源短融债券B,王超
何如,嘉实富时中国A50ETF联接C
万家瑞丰灵活配置混合C,尹诚庸
解静,中融国企改革混合
ETF-场内,工银瑞信创业板ETF
货币型,于倩倩
吴国雄,股票指数
南方房地产ETF联接A,联接基金
张翔,债券型
赵建忠,中银宏利混合C
ETF-场内,南方中证500工业ETF
成雨轩,混合型
新华泛资源优势混合,桂跃强
毕凯,南方恒生中国企业精明指数A
韩会永,华夏保证金货币A
银河收益债券,韩晶
QDII,周欣
洪流,圆信永丰多策略
沈楠,交银主题优选混合
孙丽娜,理财型
ETF-场内,嘉实中证中期国债ETF
保本型,建信安心保本混合
王维诚,光大产业新动力混合
民生加银鑫元纯债A,吕军涛
南方中证500ETF联接A,联接基金
混合型,华宝智慧产业混合
国泰安惠收益定期开放债券C,吴晨
混合型,江信瑞福灵活配置混合A
国联安安享稳健养老(FOF),混合-FOF
货币型,东方金证通货币
饶玉涵,国泰金鹏蓝筹混合
何旻,汇添富弘安(LOF)C
罗成,鹏扬景泰成长混合C
曾婷婷,前海联合泳盛纯债A
高翰昆,万家颐和灵活配置混合
景顺中证800食品饮料ETF,ETF-场内
招商沪深300高贝塔分级A,苏燕青
混合型,东方红恒元五年定开混合
汇添富新睿精选混合C,蒋文玲
混合型,谢昌旭
张文君,平安养老2035(FOF)A
徐喻军,ETF-场内
王刚,招商丰美混合A
永赢丰利债券A,牟琼屿
付斌,招商丰益混合C
债券型,张金涛
何晶,德邦德信中高企债指数分级A
易方达月月利理财债券A,石大怿
汤丛珊,货币型
葛兰,股票型
商园波,中泰青月中短债C
长信利众分级债券B,刘波
光大保德信量化优选股票,翟云飞
华安中证高分红指数增强A,股票指数
李羿,富国金利定开混合C
孟飞,南方启元债券C
华宝国策导向混合,季鹏
中加货币A,货币型
新疆前海联合新思路混合C,混合型
富国祥利定开债发起式,俞晓斌
债券型,许杰
何天翔,融通人工智能指数(LOF)
前海开源沪港深裕鑫A,王霞
永赢伟益债券,债券型
李曈,嘉实定期宝6个月理财债券B
平安养老2035(FOF)A,混合-FOF
博时裕鹏纯债债券,黄海峰
前海联合添利债券C,债券型
博时富益纯债债券,杨永光
债券型,招商安盈债券
银河久泰债券,刘铭
陈涵,债券指数
大成深证成长40ETF联接,联接基金
民生加银新动力混合D,彭云峰
郑晓曦,南方信息创新混合C
兴业启元一年定开债C,定开债券
杨冬冬,国投瑞银新机遇灵活配置混合A
混合型,长城环保主题混合
海富通聚优精选混合(FOF),姜萍
陈国光,诺德周期策略混合
混合型,中信建投智信物联网C
陈士俊,浦银安盛中证高股息ETF
泰达宏利新思路混合B,丁宇佳
银华合利债券,瞿灿
华夏债券A/B,何家琪
建信天添益货币B,货币型
上投摩根优信增利债券C,唐瑭
中欧纯债债券(LOF)C,债券型
王立,混合型
余红,债券型
中金MSCI质量A,股票指数
保本型,吴萍萍
王滨,民生加银现金增利货币A
混合型,长信利尚一年定开混合
中海合嘉增强收益债券C,周梦婕
债券型,国联安增利债券A
庄腾飞,泰达宏利启明灵活配置混合A
银华安丰中短期债券,吴文明
谢屹,前海开源大安全混合
诺德短债债券,债券型
王维诚,混合型
泰达信用合利债券B,庞宝臣
银华稳利灵活配置混合C,哈默
侯世霞,混合型
混合型,鹏华研究智选混合
联接基金,广发中证全指可选消费联接A
建信恒稳价值混合,吴尚伟
华泰柏瑞泰利混合A,柳军
吴振翔,添富中证长三角ETF
ETF-场内,汇安富时中国A50ETF
德邦德利货币A,货币型
联接基金,易方达沪深300ETF联接A
王颢,先锋聚利混合C
混合型,新华万银策略灵活配置混合
鹏华弘润混合A,张栓伟
陈良栋,长城久鼎混合
魏丽,混合型
林材,前海联合国民健康混合A
定开债券,农银汇理金穗纯债3个月定开债
万家潜力价值灵活配置混合C,混合型
博时招财一号保本,杨永光
定开债券,民生加银平稳添利债券A
鹏华弘益混合A,汤志彦
南方7-10年国开债A,夏晨曦
固定收益,大成中证互联网金融指数分级A
嘉实丰益策略定期债券,刘宁
汤志彦,鹏华弘益混合A
马强,长城久益混合A
吴印,中银研究精选灵活配置混合
苗宇,广发大盘成长混合
广发天天利货币E,谭昌杰
徐觅,东方红配置精选混合C
韩丽楠,西部利得合享A
汪洋,汇添富中证医药卫生ETF
博时沪深300指数A,赵云阳
债券型,黄海峰
债券型,谢军
黄俊,南方养老2035(FOF)C
定开债券,朱梦娜
李伟,广发上证10年期国债ETF
张鸿羽,混合型
鹏扬景升C,赵世宏
上投安瑞回报A,黄栋
范磊,申万菱信稳益宝债券
程志田,创金合信中证1000指数增强A
富国优化增强债券A/B,债券型
混合型,金元顺安成长动力混合
王申,博时民丰纯债C
定开债券,中加颐兴定开债券
魏丽,光大保德信永利纯债C
东方双债添利债券A,许文波
汇添富美元债债券美元现汇C,何旻
广发集利一年定开债A,定开债券
汇丰晋信恒生龙头指数C,股票指数
华安文体健康混合,谢振东
人保中高等级信用债A,张玮
定开债券,刘俊廷
债券型,建信恒丰纯债债券
彭欣杨,混合型
李文君,方正富邦金小宝货币
华安鼎信3个月定开债,朱才敏
江小震,中海纯债债券A
刘敦,申万菱信深证成指分级进取
固定收益,易方达银行分级A
西部利得多策略优选混合,张维文
南方全球债券(QDII)人民币A,QDII
招商深证TMT50ETF联接C,刘重杰
债券型,招商安瑞进取债券
南方安康混合,混合型
东吴沪深300A,刘元海
徐艳芳,定开债券
沙炜,保本型
李进,宝盈鸿利收益灵活配置混合C
鹏华优势企业,陈璇淼
债券型,大成景安短融债券E
工银瑞丰定开纯债,陆欣
QDII,刘伟琳
ETF-场内,华泰柏瑞中证500ETF
招商瑞庆混合C,余芽芳
代宇,混合型
周益鸣,华安安业债券A
邓栋,招商瑞丰灵活配置混合发起式A
股票型,德邦量化新锐股票C
广发景利纯债,债券型
混合型,博时创新驱动混合C
中银润利混合A,宋殿宇
武磊,富国新天锋债券(LOF)
大成景祥分级债券A,固定收益
张永志,华商双债丰利债券A
哈默,银华稳利灵活配置混合A
农银天天利货币A,魏丽
债券型,银华永利债券C
债券型,浦银安盛盛达纯债债券C
吴刚,中融新产业灵活配置混合C
上投摩根优信增利债券C,债券型
天弘瑞利分级债券A,固定收益
添富年年泰定开混合C,混合型
汇添富内需增长股票C,郑慧莲
易方达沪深300发起式ETF,余海燕
朱虹,万家信用恒利债券C
定开债券,长城定开债C
汇添富添富通货币E,徐寅喆
工银新机遇灵活配置混合C,混合型
德邦多元回报灵活配置混合A,黎莹
许娅,农银汇理日日鑫交易型货币A
万家天添宝货币B,郅元
徐猛,华夏材料ETF
国寿安保中证养老产业,李康
股票型,贲兴振
余志勇,融通通慧混合C
分级杠杆,信诚双盈分级债券B
