0,1
傅友兴,广发鑫和灵活配置混合C
创金合信汇益纯债一年定开债C,定开债券
王予柯,广发鑫富混合C
财通鸿运中短债债券C,宫志芳
董元星,债券指数
农银天天利货币A,货币型
货币型,鹏华添利宝货币
财通安瑞短债债券A,债券型
博时新价值A,混合型
股票型,大成高新技术产业股票
大成景辉灵活配置混合A,混合型
任翀,泰康裕泰债券A
长城优化升级混合,于雷
谭昌杰,广发景祥纯债
贾成东,招商优质成长混合(LOF)
混合型,国富新机遇混合C
欧阳凯,工银瑞信双利债券A
债券型,蜂巢添鑫纯债A
刘树荣,易方达深证成指ETF联接C
陈凯杨,博时安源18个月A
江科宏,景顺长城优势企业混合
债券型,蔡乐
王宗合,鹏华金城混合
华夏新锦鸿混合A,混合型
银华永益分级债券A,固定收益
西部利得行业主题优选混合C,混合型
殷瑞飞,瑞和远见
分级杠杆,赵建
债券型,华宝中短债债券C
天弘中证500指数C,张子法
东吴双动力混合,王少成
张丹华,嘉实前沿科技沪港深股票
货币型,严婧璧
谢志华,诺安汇利灵活配置混合A
钟明,浦银安盛普瑞纯债A
凯石沣混合C,梁福涛
债券型,信诚新双盈分级债券
红塔红土优质成长A,混合型
林忠晶,长安鑫禧灵活配置混合C
国泰上证10年期国债ETF,ETF-场内
赵云阳,博时中证银行指数分级A
易方达中债3-5年国开行债A,债券指数
富国国有企业债债券C,债券型
嘉实稳瑞纯债债券,曲扬
张文平,平安短债E
范妍,圆信永丰优加生活
中欧精选定期开放混合E,混合型
定开债券,经惠云
蜂巢添汇纯债A,廖新昌
汇安丰益混合C,仇秉则
皮劲松,股票型
吴萍萍,东方荣家保本混合
华安新乐享混合,混合型
债券型,泰达宏利集利债券A
刘莹,理财型
永赢泰利债券A,牟琼屿
易方达瑞财混合I,纪玲云
债券型,东吴增利债券C
融通通尚灵活配置混合A,余志勇
东方红货币A,纪文静
红土创新中证500增强C,庞世恩
债券型,李捷
大成景安短融债券B,李达夫
中邮现金驿站货币B,余红
王国强,信诚添金分级债券
罗世锋,混合型
博时新策略灵活配置混合A,混合型
债券型,诺安聚利债券A
银华全球优选,李宜璇
混合型,景顺长城顺益回报混合C
债券型,融通通捷债券
南方全天候策略(FOF)A,夏莹莹
中金浙金6个月定开债,定开债券
刘志辉,广发招财短债债券A
朱虹,天弘永利债券B
房建威,德邦福鑫灵活配置混合C
国联安鑫悦灵活配置混合C,杨子江
保本型,周薇
杨俊,易方达沪深300发起式ETF
国泰稳益定开灵活配置混合C,樊利安
庞宝臣,泰达宏利聚利债券(LOF)
姚璐伟,工银安盈货币B
信诚中证800有色指数分级,杨旭
联接基金,国联安中证半导体ETF联接C
张磊,招商丰德灵活配置混合A
丁宇佳,泰达宏利聚利B
债券型,融通可转债债券C
朱晨歌,汇安丰利混合C
广发集源债券A,张芊
华夏理财30天债券A,周飞
嘉实稳丰纯债债券,曲扬
孙彬,混合型
安信保证金交易型货币,杨凯玮
格林伯锐灵活配置A,宋绍峰
龚炜,华富成长趋势混合
孟楠,混合型
长盛沪深300指数(LOF),刘斌
长城稳固收益债券A,蔡旻
樊利安,国泰鑫益灵活配置混合C
定开债券,胡振仓
胡昕炜,QDII
长盛生态环境混合,混合型
韩会永,华夏新锦图混合A
浦银安盛盛鑫定开债C,章潇枫
汇添富货币C,蒋文玲
中加颐智纯债债券,杨宇俊
中银中债1-3年期国开债指数,田原
中融恒信纯债A,王玥
华夏大中华信用债美元现汇A,祝灿
工银聚焦30股票,王筱苓
孙丹,大成景裕灵活配置混合C
上投摩根红利回报混合A,混合型
债券型,金鹰鑫日享债券C
张翼飞,安信永利信用C
黄晓鹏,农银天天利货币A
债券型,创金合信聚利债券C
李文君,民生加银鑫泰纯债债券A
货币型,王健
国投瑞银融华债券,杨冬冬
陈博亮,兴银现金增利货币
黄栋,股票型
建信天添益货币C,先轲宇
混合型,国投瑞银优选收益混合
景顺长城泰恒回报混合A,万梦
股票型,李海
货币型,长城货币E
联接基金,景顺MSCI中国A股国际通联接
定开债券,王颀亮
申万菱信深证成指分级进取,分级杠杆
高崇南,混合型
东方永熙18个月定开债C,吴萍萍
债券型,成念良
段鹏,长盛稳益6个月C
张凯,银华量化智慧动力混合
固定收益,韩广哲
张文平,大成添利宝货币B
固定收益,国联安双佳A信用分级债券
混合型,中欧互通精选混合A
张丹华,嘉实全球互联网股票人民币
吴达,债券型
孙文龙,国投瑞银创新动力混合
泰达宏利周期混合,混合型
混合型,诺德新宜灵活配置混合
混合型,华安睿安定开混合C
杨成,上投摩根强化回报债券A
蒋佳良,中海顺鑫灵活配置混合
债券型,建信睿享纯债债券
赵云阳,股票指数
债券型,华富恒欣纯债债券A
刘明宇,华夏鼎康债券A
唐俊杰,定开债券
贺涛,华安丰利18个月定开债A
华夏复兴混合,周克平
华夏鼎康债券A,刘明宇
陆文磊,汇添富收益快钱货币B
博时睿利事件驱动(LOF),陈鹏扬
景顺长城中证医药卫生ETF,ETF-场内
融通证券分级,股票指数
混合型,兴业安保优选混合
信诚稳泰C,宋海娟
朱哲,大成信用增利一年债券A
张栓伟,鹏华弘尚灵活配置混合C
李曈,债券型
信诚中证800有色指数分级B,杨旭
长信中证一带一路主题指数分级,股票指数
查晓磊,债券型
华夏理财30天债券A,魏镇江
股票型,于浩成
混合型,中金新丰灵活配置C
李晓彬,银华惠添益货币
债券型,浙商惠利纯债债券
谭昌杰,广发鑫源混合C
徐皓,国泰国证房地产行业指数分级A
许利明,华夏军工安全混合
国联安新科技混合,张汉毅
劳杰男,添富沪港深大盘价值混合
张丽华,人保鑫利债券C
混合型,泰康弘实3月定开混合
西部利得中证500等权重分级A,固定收益
万梦,债券型
招商财富宝交易型货币A,货币型
姚姣姣,华富恒欣纯债债券A
大成中证互联网金融指数分级B,苏秉毅
大成月添利债券A,理财型
蒋劲刚,基金久嘉
祝灿,华夏信用债ETF联接C
陈皓,易方达平稳增长混合
长信先锐债券,左金保
德邦增利货币B,张铮烁
杨鹏,景顺长城睿成混合A
张文泉,益民货币
王景,股票型
混合型,吴潇
陈轶平,海富通上清所短融债券A
李杰,金元顺安优质精选混合C
金信民发货币A,周余
胡剑,易方达裕景添利6个月定开债
债券型,德邦景颐债券C
益民信用增利纯债一年定开C,赵若琼
程同朦,方正富邦富利纯债C
债券型,华商双债丰利债券C
中邮乐享收益灵活配置混合,陈梁
股票型,金鹰医疗健康产业C
债券型,中银双利债券A
国联安增裕一年定开债,定开债券
博时合丰货币B,黄海峰
朱哲,大成景明灵活配置混合C
联接基金,易方达黄金ETF联接A
长盛盛瑞灵活配置混合A,杨衡
泰达宏利创盈混合B,混合型
中欧纯债添利分级债券A,固定收益
肖瑞瑾,混合型
周锦程,浙商惠盈纯债
上投摩根中小盘混合,混合型
东吴安享量化混合,徐嶒
混合型,华宝新优选定开混合
债券型,长信纯债壹号债券C
债券型,中银证券中高等级债券A
姚志鹏,嘉实智能汽车股票
杨晓斌,金鹰灵活配置混合C
王诗瑶,博时新兴消费主题混合
国投瑞银融华债券,汤海波
庞宝臣,混合型
债券型,长盛盛和纯债C
国泰淘金互联网债券,黄志翔
刘长俊,德邦优化混合
债券型,信诚稳瑞债券A
招商信用添利债券(LOF),向霈
汇添富盈润混合C,胡昕炜
混合型,汇安丰融混合A
吴坚,国寿安保稳荣混合C
黄华,中欧双利债券C
王申,债券型
袁玮,安信鑫发优选混合
平安安心灵活配置混合A,张恒
泰信先行策略混合,混合型
柴文婷,天弘优选债券
分级杠杆,经惠云
秦娟,中融盈泽债券C
混合型,鹏华兴安定期开放混合
田宏伟,混合型
中欧滚钱宝货币A,王慧杰
富国低碳环保混合,混合型
吴旅忠,富国收益宝交易型货币A
秦娟,中融融信双盈A
混合型,平安安盈灵活配置混合
混合型,曾鸿
长盛环球行业混合(QDII),吴达
叶瑜珍,申万菱信安鑫精选混合A
倪权生,固定收益
长盛战略新兴产业混合A,混合型
陈剑波,分级杠杆
天弘周期策略混合,陈国光
定开债券,山西裕利定开债
提云涛,信诚至利混合A
柳世庆,民生加银鑫瑞债券C
鹏华双债加利债券,债券型
博时富瑞纯债债券,债券型
张翼飞,安信现金增利货币A
解静,中融融信双盈A
任翀,泰康新机遇混合
封闭式,基金通乾
混合型,德邦福鑫灵活配置混合A
德邦锐祺债券C,债券型
债券型,博时泰安债券A
股票型,李双全
桑磊,中欧预见养老2050五年持有(FOF)A
融通现金宝货币B,王超
富国中证移动互联网指数分级A,固定收益
广发小盘成长混合(LOF),刘格菘
QDII,蒋一茜
汇添富理财60天债券B,徐寅喆
混合-FOF,易方达汇诚养老2043混合(FOF)
国泰CES半导体ETF,艾小军
李灿,混合型
华夏鼎诺三个月定开债C,毛颖
股票型,鹏华文化传媒娱乐股票
李韵怡,鹏华弘锐混合A
吕文晔,浙商日添利B
韩丽楠,西部利得汇享债券A
农银研究精选混合,赵诣
股票指数,陈梦舒
分级杠杆,申万菱信深证成指分级进取
博时裕通定开债A,黄海峰
债券型,民生加银鑫安纯债A
何晶,债券型
银河银富货币A,张沛
国投瑞银瑞泰多策略混合,混合型
何旻,汇添富中债1-3年农发债C
华安聚利18个月定开债C,定开债券
分级杠杆,易方达银行分级B
朱向临,债券型
西部利得策略优选混合,付琦
中邮定开债A,张萌
永赢惠泽一年,万纯
混合型,泰康泉林量化价值精选混合C
分级杠杆,富国天盈分级债券B
安昀,长信改革红利混合
宋海娟,信诚季季定期支付债券
债券型,中信建投景和中短债A
广发集裕债券C,张芊
申万菱信申万证券分级A,固定收益
罗博,银河沪深300成长分级B
混合型,泰达宏利绩优混合
易方达科汇灵活配置混合,林高榜
申万菱信安鑫回报混合C,丁杰科
大成2020生命周期混合,混合型
白洁,中银新机遇混合A
薛琳,国联安鑫瑞混合C
股票型,郎超
安信永利信用A,李君
混合型,工银瑞信灵活配置混合B
鹏华环保分级B,闫冬
陈良栋,混合型
债券型,鑫元双债增强债券A
李杰,金元顺安丰祥债券
债券型,华安稳固收益债券C
嘉实1个月理财债券A,理财型
海富通稳固收益债券,陈轶平
杨超,股票指数
混合型,前海开源价值成长混合A
俞诚,申万菱信申万医药生物分级B
定开债券,国富恒丰定期债券A
李文宾,万家经济新动能混合C
博时安泰18个月定开债C,定开债券
招商核心价值混合,郭锐
韩益平,信诚鼎利
郑可成,华安添鑫中短债A
成曦,易方达生物分级A
长安产业精选混合A,混合型
杨林耘,定开债券
混合型,国寿安保稳荣混合C
联接基金,曾理
赵宗庭,ETF-场内
混合型,信达澳银核心科技混合
刘国江,天弘港股通精选C
吴萍萍,东方永泰纯债1年C
侯斌,金元顺安成长动力混合
广发中债1-3年农发债指数A,李伟
南方新优享灵活配置混合C,章晖
黄海峰,博时富乾3个月定开债
石玉,中金金元A
海富通瑞利债券,陈轶平
新华增怡债券A,桂跃强
纪文静,东方红汇阳债券C
国联安中债信用债指数增强C,债券指数
泓德裕泽一年定开债券A,定开债券
浙商汇金聚盈中短债A,应洁茜
华夏经典混合,佟巍
闫沛贤,中加聚利纯债定开C
兴业稳固收益两年理财债券,杨逸君
嘉实新兴市场双币分级债券,QDII
宫雪,国金上证50分级B
张一格,国泰民益混合(LOF)A
王景,招商中国机遇股票
固定收益,许之彦
平安深证300指数增强,乔海英
蒋雯文,中欧睿达定期开放混合
成曦,易方达重组分级A
陈剑波,招商大宗商品(LOF)
汇安丰恒灵活配置混合A,戴杰
广发百发大数据精选混合E,季峰
徐成城,国泰国证医药卫生行业指数分级
王少成,交银安心收益债券
股票指数,提云涛
华宝中证100指数C,股票指数
联接基金,龚涛
博时双债增强债券A,过钧
泓德致远混合A,混合型
混合型,张鹏程
海富通风格优势混合,施敏佳
圆信永丰丰润货币A,货币型
创金合信国证1000指数C,陈龙
国泰国证食品饮料行业指数分级,梁杏
卢轶乔,银河文体娱乐混合
债券型,华富安享债券
益民货币,张文泉
债券型,中银证券安泽债券C
中银改革红利灵活配置混合,严菲
股票型,余昊
国联安增瑞政策性金融债纯债C,债券型
债券型,海富通瑞丰债券型
曲径,中欧电子信息产业沪港深股票C
宋海娟,信诚惠选C
平安转型创新混合C,李化松
华安月安鑫短期理财债券B,贺涛
李峰,建信信用增强债券(LOF)A
任爽,广发天天利货币B
长盛盛鑫混合C,混合型
蒋利娟,泰康丰盈债券
沈荣,混合型
王曦,博时鑫泰混合A
光大尊盈半年定开债A,蔡乐
国泰民益混合(LOF)C,樊利安
债券型,付斌
债券型,钟光正
光大信多策略智选定开混合,蔡乐
招商移动互联网产业股票基金,股票型
金猛,嘉实中小企业量化活力混合
混合型,黄春逢
乔嘉麒,永赢丰利债券C
刘波,长信利众分级债券B
混合型,中欧睿选定开混合
张跃鹏,中欧瑾悠灵活配置混合C
黄诺楠,东方臻馨债券C
中邮现金驿站货币B,货币型
